2.999999999999999889e-01 1.015141793340828880e+00
3.410246508841443536e-01 1.049911946276389507e+00
3.820493017682887738e-01 1.082074136446711465e+00
4.230739526524331384e-01 1.114236326617033424e+00
4.640986035365775031e-01 1.146953372419240669e+00
5.051232544207219233e-01 1.183399471523786328e+00
5.461479053048663435e-01 1.215313902513053268e+00
5.871725561890106526e-01 1.204836685192635537e+00
6.281972070731550728e-01 1.178476651707149214e+00
6.692218579572994930e-01 1.152116618221662891e+00
7.102465088414438021e-01 1.125756584736176791e+00
7.512711597255882223e-01 1.099396551250690912e+00
7.922958106097326425e-01 1.071965971467903067e+00
8.333204614938769517e-01 1.038611949544266055e+00
8.743451123780214829e-01 1.003634445060013647e+00
9.153697632621657920e-01 9.649040193484921257e-01
9.563944141463101012e-01 9.256309208231519037e-01
2.064059988018208447e+00 -5.861362520102736395e-01
2.105084638902352978e+00 -6.478738097569356480e-01
2.146109289786497065e+00 -7.011912514068380231e-01
2.187133940670641596e+00 -7.531105927252743637e-01
2.228158591554786128e+00 -7.877863583976083550e-01
2.269183242438930215e+00 -7.898231995199814781e-01
2.310207893323074746e+00 -7.927540048471126699e-01
2.351232544207219277e+00 -7.942607259006535525e-01
2.392257195091363364e+00 -7.923801603202823562e-01
2.433281845975507895e+00 -7.674785515321822515e-01
2.474306496859652427e+00 -7.330644760894985401e-01
2.515331147743796514e+00 -6.966508156211851377e-01
2.556355798627941045e+00 -6.570094703084399246e-01
2.597380449512085576e+00 -6.167811121305925015e-01
2.638405100396229663e+00 -5.765527539527436351e-01
2.679429751280374195e+00 -5.363243957748955459e-01
2.720454402164518726e+00 -4.960960375970485670e-01
2.761479053048662813e+00 -4.558676794192000337e-01
2.802503703932807344e+00 -4.156393212413521665e-01
2.843528354816951875e+00 -3.754109630635048545e-01
2.884553005701095962e+00 -3.351826048856574314e-01
2.925577656585240494e+00 -2.949542467078087871e-01
2.966602307469385025e+00 -2.547258885299615860e-01
3.007626958353529112e+00 -2.144975303521126919e-01
3.048651609237673643e+00 -1.728223359387287272e-01
3.089676260121818174e+00 -1.307590708620156306e-01
3.130700911005962261e+00 -8.740486868278349308e-02
3.171725561890106793e+00 -4.200538058971489686e-02
3.212750212774251324e+00 3.394107503353921418e-03
3.253774863658395411e+00 4.879359559642262867e-02
3.294799514542539942e+00 1.011242733599250487e-01
3.335824165426684473e+00 1.564130847158105297e-01
3.376848816310828560e+00 2.139522796664619364e-01
3.417873467194973092e+00 2.741250847327929563e-01
3.458898118079117623e+00 3.342978897991253362e-01
3.499922768963261710e+00 3.944525285179992791e-01
3.540947419847406241e+00 4.540932284321697043e-01
3.581972070731550772e+00 5.137107948175729799e-01
3.622996721615694860e+00 5.707486817800140333e-01
3.664021372499839391e+00 5.726175506356795397e-01
3.705046023383983922e+00 5.572646822817273193e-01
3.746070674268128009e+00 5.413674289491819946e-01
3.787095325152272540e+00 5.238578709436302328e-01
3.828119976036417071e+00 5.063483129380783598e-01
3.869144626920561159e+00 4.888387549325281523e-01
3.910169277804705690e+00 4.713291969269769455e-01
3.951193928688850221e+00 4.538196389214254056e-01
3.992218579572994308e+00 4.363100809158748650e-01
4.033243230457139283e+00 4.188005229103233251e-01
4.074267881341283370e+00 4.012909649047723404e-01
4.115292532225427458e+00 3.837814068992211336e-01
4.156317183109572433e+00 3.662718488936699268e-01
4.197341833993716520e+00 3.487622908881188311e-01
4.238366484877860607e+00 3.264734358396920166e-01
4.279391135762005582e+00 2.956506303559180981e-01
4.320415786646149670e+00 2.648278248721448458e-01
4.361440437530293757e+00 2.340050193883703999e-01
4.402465088414438732e+00 2.031822139045964815e-01
4.443489739298582819e+00 1.723594084208233401e-01
4.484514390182726906e+00 1.415366029370490886e-01
4.525539041066871881e+00 1.107137974532750591e-01
4.566563691951015969e+00 7.989099196950147364e-02
4.607588342835160056e+00 4.906818648572788821e-02
4.648612993719305031e+00 1.824538100195385870e-02
4.689637644603449118e+00 -1.257742448181994876e-02
4.730662295487593205e+00 -4.340022996559309010e-02
4.771686946371738181e+00 -7.422303544936767472e-02
4.812711597255882268e+00 -1.050458409331415932e-01
4.853736248140026355e+00 -1.358686464169149566e-01
4.894760899024171330e+00 -1.666914519006894302e-01
4.935785549908315417e+00 -1.975142573844634597e-01
4.976810200792459504e+00 -2.283370628682368231e-01
5.017834851676604480e+00 -2.591598683520111024e-01
5.058859502560748567e+00 -2.899826738357849099e-01
5.099884153444892654e+00 -3.208054793195580512e-01
5.140908804329037629e+00 -3.498786483191387298e-01
5.181933455213181716e+00 -3.788864993228866496e-01
5.222958106097325803e+00 -4.078943503266343473e-01
5.263982756981470779e+00 -4.369022013303820451e-01
5.305007407865614866e+00 -4.552307763654479533e-01
5.346032058749758953e+00 -4.635989805235432026e-01
5.387056709633903928e+00 -4.719671846816391181e-01
5.428081360518048015e+00 -4.803353888397348115e-01
5.469106011402192102e+00 -4.826771860257577096e-01
5.510130662286337078e+00 -4.697692081125104391e-01
5.551155313170481165e+00 -4.530440924110288314e-01
5.592179964054625252e+00 -4.337084229526175783e-01
5.633204614938770227e+00 -4.143727534942072133e-01
5.674229265822914314e+00 -3.950370840357968483e-01
5.715253916707058401e+00 -3.757014145773855951e-01
5.756278567591203377e+00 -3.563657451189743419e-01
5.797303218475347464e+00 -3.370300756605630887e-01
5.838327869359491551e+00 -3.176944062021529458e-01
5.879352520243636526e+00 -2.983587367437416926e-01
5.920377171127780613e+00 -2.790230672853311056e-01
5.961401822011924700e+00 -2.596873978269200745e-01
6.002426472896069676e+00 -2.403517283685087935e-01
6.043451123780213763e+00 -2.210160589100984285e-01
6.084475774664357850e+00 -2.016803894516876194e-01
6.125500425548502825e+00 -1.823447199932759222e-01
6.166525076432646912e+00 -1.630090505348653351e-01
6.207549727316791000e+00 -1.436733810764549701e-01
6.248574378200935975e+00 -1.243377116180432729e-01
6.289599029085080062e+00 -1.050020421596331299e-01
6.330623679969224149e+00 -8.566637270122121062e-02
6.371648330853369124e+00 -6.633070324281062358e-02
6.412672981737513211e+00 -4.699503378440003654e-02
6.453697632621657299e+00 -2.765936432598944950e-02
6.494722283505802274e+00 -8.323694867578862455e-03
